"","PARID","saledate","date2","price","saleyr","SALETYPE","SALEVAL","presale","postsale","value","adj_price","lnadj_price"
"1","03H110160",2024-03-06,"03-2024",462000,2024,"2","X",2023,2025,312.107,470135.517626968,13.0607762675021
"2","03H210095",2024-05-20,"05-2024",250000,2024,"2","4",2023,2025,313.14,253563.102765536,12.4433679971332
"3","03H210233",2024-07-02,"07-2024",275000,2024,"2","X",2023,2025,313.566,278540.482705395,12.5373186875897
"4","03H320183",2024-03-04,"03-2024",365000,2024,"2","X",2023,2025,312.107,371427.411112215,12.8251087300029
"5","03H320206",2024-02-23,"02-2024",270000,2024,"2","Z",2023,2025,311.022,275713.004224782,12.5271157639256
"6","03H330014",2024-02-15,"02-2024",310000,2024,"2","X",2023,2025,311.022,316559.375221045,12.6652661024064
"7","03H330014",2024-08-08,"08-2024",170000,2024,"2","4",2023,2025,314.131,171878.961325052,12.0545457948468
"8","03H330041",2024-03-14,"03-2024",310000,2024,"2","X",2023,2025,312.107,315458.897109004,12.6617836738996
"9","03H340134",2024-01-04,"01-2024",155000,2024,"2","I",2023,2025,309.794,158907.096328528,11.9760750106121
"10","03H340134",2024-03-19,"03-2024",240000,2024,"2","X",2023,2025,312.107,244226.2429231,12.4058502997624
"11","03H340192",2024-01-25,"01-2024",217500,2024,"2","I",2023,2025,309.794,222982.538396483,12.3148487442216
"12","03H510131",2024-05-24,"05-2024",14000,2024,"1","X",2023,2025,313.14,14199.53375487,9.56096440888622
"13","03J220189",2024-10-24,"10-2024",460000,2024,"2","X",2023,2025,315.564,462972.265530922,13.0454224296131
"14","03J220332",2024-07-03,"07-2024",395000,2024,"2","X",2023,2025,313.566,400085.420613204,12.8994333548242
"15","03J320157",2024-02-13,"02-2024",340000,2024,"2","I",2023,2025,311.022,347194.153468243,12.7576394225374
"16","03J330035",2024-01-22,"01-2024",139001,2024,"2","5",2023,2025,309.794,142504.808366205,11.8671310210423
"17","03J610052",2024-07-01,"07-2024",525000,2024,"2","X",2023,2025,313.566,531759.103346664,13.1839458525147
"18","04G230084",2024-09-06,"09-2024",360000,2024,"2","X",2023,2025,314.851,363146.631263677,12.8025619745592
"19","04G410044",2024-02-23,"02-2024",3e+05,2024,"2","X",2023,2025,311.022,306347.78247198,12.6324762795834
"20","04G410110",2024-07-18,"07-2024",310000,2024,"2","I",2023,2025,313.566,313991.089595173,12.6571198874023
"21","04H140025",2024-11-19,"11-2024",450000,2024,"2","X",2023,2025,316.449,451641.022724041,13.0206429457593
"22","04H220183",2024-11-21,"11-2024",485000,2024,"2","X",2023,2025,316.449,486768.6578248,13.0955442539324
"23","04H520065",2024-07-31,"07-2024",243900,2024,"2","5",2023,2025,313.566,247040.086297622,12.417305895145
"24","04H520263",2024-01-18,"01-2024",440000,2024,"2","X",2023,2025,309.794,451091.112158402,13.0194246206052
"25","04H540140",2024-04-11,"04-2024",307500,2024,"2","X",2023,2025,313.016,312006.167416362,12.6507782339564
"26","04J120024",2024-07-01,"07-2024",379111,2024,"2","X",2023,2025,313.566,383991.857959728,12.8583766281152
"27","04J120035",2024-07-01,"07-2024",304295,2024,"2","X",2023,2025,313.566,308212.640672139,12.6385452155376
"28","04J120046",2024-05-23,"05-2024",334856,2024,"2","X",2023,2025,313.14,339628.505358626,12.7356076679374
"29","04J120079",2024-05-30,"05-2024",389891,2024,"2","X",2023,2025,313.14,395447.886801431,12.8877742921513
"30","04J120091",2024-04-08,"04-2024",337612,2024,"2","X",2023,2025,313.016,342559.434776497,12.7442004538236
"31","04J140033",2024-06-04,"06-2024",359447,2024,"2","X",2023,2025,313.131,364580.464856562,12.8065025601329
"32","04J140044",2024-02-29,"02-2024",333326,2024,"2","X",2023,2025,311.022,340378.936467517,12.7378147949992
"33","04J140055",2024-05-02,"05-2024",355403,2024,"2","X",2023,2025,313.14,360468.349648719,12.7951594361489
"34","04J140066",2024-06-03,"06-2024",387290,2024,"2","X",2023,2025,313.131,392821.106405945,12.8811095872316
"35","04J140077",2024-08-20,"08-2024",405240,2024,"2","X",2023,2025,314.131,409719.001690378,12.923226841982
"36","04J140088",2024-03-01,"03-2024",324215,2024,"2","X",2023,2025,312.107,329924.21395547,12.7066182523876
"37","04J140099",2024-02-06,"02-2024",334516,2024,"2","X",2023,2025,311.022,341594.116004656,12.7413785159375
"38","04J140101",2024-07-30,"07-2024",351312,2024,"2","X",2023,2025,313.566,355834.960218901,12.7822223074501
"39","04J210433",2024-05-31,"05-2024",380709,2024,"2","X",2023,2025,313.14,386135.021163058,12.8639423830419
"40","04J210444",2024-10-31,"10-2024",300560,2024,"2","X",2023,2025,315.564,302502.052452117,12.6198433413957
"41","04J210455",2024-08-29,"08-2024",320695,2024,"2","X",2023,2025,314.131,324239.550012574,12.6892378734792
"42","04J210466",2024-06-14,"06-2024",380715,2024,"2","X",2023,2025,313.131,386152.205131399,12.8639868845376
"43","04J210477",2024-05-01,"05-2024",459293,2024,"2","X",2023,2025,313.14,465839.032633966,13.0515954299031
"44","04J210488",2024-01-26,"01-2024",349838,2024,"2","X",2023,2025,309.794,358656.392034707,12.790120083882
"45","04J210501",2024-05-14,"05-2024",335000,2024,"2","X",2023,2025,313.14,339774.557705819,12.736037611096
"46","04J210510",2024-08-29,"08-2024",319315,2024,"2","X",2023,2025,314.131,322844.2972677,12.6849254341777
"47","04J210521",2024-08-16,"08-2024",380217,2024,"2","X",2023,2025,314.131,384419.429636044,12.85948950016
"48","04J210532",2024-04-29,"04-2024",325780,2024,"2","X",2023,2025,313.016,330554.046246837,12.7085254536393
"49","04J210543",2024-08-28,"08-2024",330480,2024,"2","X",2023,2025,314.131,334132.700815902,12.719293500885
"50","04J210554",2024-04-11,"04-2024",299900,2024,"2","X",2023,2025,313.016,304294.795473714,12.6257522324648
"51","04J210565",2024-09-16,"09-2024",423791,2024,"2","X",2023,2025,314.851,427495.205582958,12.9656983522854
"52","04J210576",2024-07-01,"07-2024",330895,2024,"2","X",2023,2025,313.566,335155.10190837,12.7223486944313
"53","04J210620",2024-05-29,"05-2024",323814,2024,"2","X",2023,2025,313.14,328429.130235677,12.7020763561456
"54","04J210631",2024-05-30,"05-2024",326347,2024,"2","X",2023,2025,313.14,330998.231592898,12.7098683117253
"55","04J210642",2024-01-31,"01-2024",277447,2024,"2","X",2023,2025,309.794,284440.626806846,12.5582798176473
"56","04J210653",2024-04-30,"04-2024",315828,2024,"2","X",2023,2025,313.016,320456.20761878,12.6775009083122
"57","04J210653",2024-04-30,"04-2024",315828,2024,"2","4",2023,2025,313.016,320456.20761878,12.6775009083122
"58","04J210664",2024-06-03,"06-2024",324917,2024,"2","X",2023,2025,313.131,329557.322497613,12.7055055859203
"59","04J210675",2024-02-26,"02-2024",400013,2024,"2","X",2023,2025,311.022,408476.985033213,12.9201908515071
"60","04J210686",2024-01-09,"01-2024",371986,2024,"2","X",2023,2025,309.794,381362.678289444,12.8515061128492
"61","04J210697",2024-01-03,"01-2024",405743,2024,"2","4",2023,2025,309.794,415970.593455651,12.9383698479363
"62","04J210697",2024-01-03,"01-2024",405743,2024,"2","X",2023,2025,309.794,415970.593455651,12.9383698479363
"63","04J210703",2024-05-14,"05-2024",339900,2024,"2","X",2023,2025,313.14,344744.394520023,12.750558535973
"64","04J230167",2024-08-06,"08-2024",296000,2024,"2","X",2023,2025,314.131,299271.603248326,12.6091068121206
"65","04J230332",2024-01-11,"01-2024",319000,2024,"2","X",2023,2025,309.794,327041.056314842,12.6978409964777
"66","04J240287",2024-01-08,"01-2024",245000,2024,"2","X",2023,2025,309.794,251175.732906383,12.4339081042376
"67","04J240397",2024-07-24,"07-2024",340000,2024,"2","X",2023,2025,313.566,344377.324072125,12.7494932075333
"68","04J240623",2024-03-28,"03-2024",212000,2024,"2","I",2023,2025,312.107,215733.181248738,12.2817976510924
"69","04J310072",2024-04-02,"04-2024",198000,2024,"2","I",2023,2025,313.016,200901.532190048,12.2105701774043
"70","04J310148",2024-02-12,"02-2024",321000,2024,"2","X",2023,2025,311.022,327792.127245018,12.7001349280572
"71","04J310379",2024-02-01,"02-2024",295000,2024,"2","X",2023,2025,311.022,301241.986097447,12.615669161267
"72","04J310702",2024-10-25,"10-2024",380000,2024,"2","X",2023,2025,315.564,382455.349786414,12.8543671928504
"73","04J320389",2024-07-24,"07-2024",369000,2024,"2","X",2023,2025,313.566,373750.684066512,12.8313442339637
"74","04J320422",2024-08-16,"08-2024",379000,2024,"2","X",2023,2025,314.131,383188.978483499,12.8562835628789
"75","04J320905",2024-06-07,"06-2024",151900,2024,"2","X",2023,2025,313.131,154069.369369369,11.9451582304239
"76","04J330212",2024-02-26,"02-2024",316000,2024,"2","X",2023,2025,311.022,322686.330870485,12.6844360185141
"77","04J330289",2024-11-15,"11-2024",327000,2024,"2","X",2023,2025,316.449,328192.476512803,12.7013555338921
"78","04J330366",2024-07-05,"07-2024",375000,2024,"2","X",2023,2025,313.566,379827.930961903,12.8474736158935
"79","04J330399",2024-11-06,"11-2024",2e+05,2024,"2","4",2023,2025,316.449,200729.343432907,12.2097127295429
"80","04J330621",2024-05-29,"05-2024",375000,2024,"2","X",2023,2025,313.14,380344.654148304,12.8488331052414
"81","04J330630",2024-05-16,"05-2024",375000,2024,"2","X",2023,2025,313.14,380344.654148304,12.8488331052414
"82","04J420094",2024-05-02,"05-2024",309000,2024,"2","X",2023,2025,313.14,313403.995018203,12.6552483561687
"83","04J510227",2024-05-15,"05-2024",190000,2024,"2","I",2023,2025,313.14,192707.958101807,12.1689311514314
"84","04J510580",2024-11-08,"11-2024",395000,2024,"2","X",2023,2025,316.449,396440.453279991,12.890281127896
"85","04J510711",2024-02-15,"02-2024",180000,2024,"2","Z",2023,2025,311.022,183808.669483188,12.1216506558174
"86","04J520413",2024-06-11,"06-2024",230000,2024,"2","4",2023,2025,313.131,233284.759413792,12.3600151297453
"87","04J530193",2024-07-09,"07-2024",404000,2024,"2","X",2023,2025,313.566,409201.29095629,12.9219624678843
"88","04J540334",2024-03-12,"03-2024",428000,2024,"2","X",2023,2025,312.107,435536.799879528,12.9843345720022
"89","04J540390",2024-01-25,"01-2024",395000,2024,"2","X",2023,2025,309.794,404956.793869475,12.911535658594
"90","04J610327",2024-01-02,"01-2024",315000,2024,"2","X",2023,2025,309.794,322940.228022492,12.6852225325185
"91","04J630105",2024-01-17,"01-2024",341300,2024,"2","X",2023,2025,309.794,349903.174044688,12.7654117496055
"92","04J630172",2024-09-20,"09-2024",375000,2024,"2","X",2023,2025,314.851,378277.740899664,12.8433839690794
"93","04J630424",2024-07-24,"07-2024",348000,2024,"2","X",2023,2025,313.566,352480.319932646,12.7727500696976
"94","04J630435",2024-08-08,"08-2024",4e+05,2024,"2","X",2023,2025,314.131,404421.085470711,12.9102119049045
"95","04J630534",2024-06-25,"06-2024",415000,2024,"2","X",2023,2025,313.131,420926.848507494,12.9502143410528
"96","04J640104",2024-04-29,"04-2024",4e+05,2024,"2","X",2023,2025,313.016,405861.681192016,12.9137676938178
"97","05F130030",2024-06-07,"06-2024",112300,2024,"2","Z",2023,2025,313.131,113903.81948769,11.6431096825665
"98","05G120052",2024-11-15,"11-2024",165000,2024,"1","X",2023,2025,316.449,165601.708332148,12.0173408368955
"99","05G130150",2024-11-21,"11-2024",495000,2024,"2","X",2023,2025,316.449,496805.124996445,13.1159531255636
"100","05G310088",2024-07-24,"07-2024",190000,2024,"2","X",2023,2025,313.566,192446.151687364,12.1675716620836
"101","05G310101",2024-09-04,"09-2024",184000,2024,"2","I",2023,2025,314.851,185608.278201435,12.131393700718
"102","05G310154",2024-05-02,"05-2024",128000,2024,"2","I",2023,2025,313.14,129824.308615955,11.7739373431906
"103","05H110232",2024-10-22,"10-2024",1e+05,2024,"2","I",2023,2025,315.564,100646.144680635,11.5193661261181
"104","05H110544",2024-01-08,"01-2024",135000,2024,"2","I",2023,2025,309.794,138402.954866782,11.8379246721313
"105","05H110544",2024-04-01,"04-2024",219900,2024,"2","X",2023,2025,313.016,223122.459235311,12.3154760442705
"106","05H110654",2024-02-02,"02-2024",200700,2024,"2","I",2023,2025,311.022,204946.666473754,12.2305050607295
"107","05H110874",2024-03-08,"03-2024",2e+05,2024,"2","X",2023,2025,312.107,203521.869102583,12.2235287429684
"108","05H110993",2024-06-10,"06-2024",187000,2024,"2","Z",2023,2025,313.131,189670.652219039,12.1530444376767
"109","05H111121",2024-08-19,"08-2024",250000,2024,"2","X",2023,2025,314.131,252763.178419195,12.4402082756588
"110","05H120141",2024-01-23,"01-2024",218000,2024,"2","X",2023,2025,309.794,223495.141933026,12.317144956482
"111","05H120590",2024-02-08,"02-2024",2e+05,2024,"2","X",2023,2025,311.022,204231.85498132,12.2270111714752
"112","05H130353",2024-08-19,"08-2024",275000,2024,"2","X",2023,2025,314.131,278039.496261114,12.5355184554631
"113","05H130537",2024-05-15,"05-2024",245000,2024,"2","Z",2023,2025,313.14,248491.840710225,12.4231652898157
"114","05H131141",2024-06-20,"06-2024",255000,2024,"2","X",2023,2025,313.131,258641.798480508,12.4631993659806
"115","05H140464",2024-06-06,"06-2024",325000,2024,"2","X",2023,2025,313.131,329641.507867314,12.7057610031519
"116","05H140648",2024-07-01,"07-2024",163843,2024,"2","5",2023,2025,313.566,165952.393846909,12.0194562421535
"117","05H140822",2024-05-14,"05-2024",250500,2024,"2","X",2023,2025,313.14,254070.228971067,12.4453659997959
"118","05H140923",2024-06-14,"06-2024",240000,2024,"2","X",2023,2025,313.131,243427.575040478,12.4025747441641
"119","05H210644",2024-03-12,"03-2024",324000,2024,"2","X",2023,2025,312.107,329705.427946185,12.7059548922127
"120","05H210819",2024-11-25,"11-2024",235000,2024,"2","X",2023,2025,316.449,235856.978533666,12.3709808771391
"121","05H220122",2024-04-18,"04-2024",290000,2024,"2","X",2023,2025,313.016,294249.718864211,12.5921840696903
"122","05H230183",2024-08-06,"08-2024",262000,2024,"2","X",2023,2025,314.131,264895.810983316,12.4870918615576
"123","05H230334",2024-03-08,"03-2024",147001,2024,"2","5",2023,2025,312.107,149589.591399744,11.9156507658971
"124","05H230334",2024-07-01,"07-2024",292000,2024,"2","X",2023,2025,313.566,295759.348909002,12.5973013921914
"125","05H230352",2024-04-10,"04-2024",261000,2024,"2","X",2023,2025,313.016,264824.74697779,12.4868235540325
"126","05H230590",2024-10-03,"10-2024",230000,2024,"2","X",2023,2025,315.564,231486.132765461,12.3522752490532
"127","05H230930",2024-02-20,"02-2024",312000,2024,"2","X",2023,2025,311.022,318601.693770859,12.6716969927367
"128","05H240380",2024-06-18,"06-2024",310000,2024,"2","X",2023,2025,313.131,314427.284427284,12.6585081183013
"129","05H310571",2024-09-04,"09-2024",280000,2024,"2","I",2023,2025,314.851,282447.379871749,12.5512475462783
"130","05H410312",2024-10-08,"10-2024",280000,2024,"2","X",2023,2025,315.564,281809.205105779,12.5489855432992
"131","05H410572",2024-02-21,"02-2024",240000,2024,"2","X",2023,2025,311.022,245078.225977584,12.4093327282692
"132","05H410891",2024-11-18,"11-2024",285000,2024,"2","X",2023,2025,316.449,286039.314391893,12.5638845432635
"133","05H410936",2024-09-06,"09-2024",279000,2024,"2","X",2023,2025,314.851,281438.63922935,12.5476697249304
"134","05H420212",2024-07-31,"07-2024",265000,2024,"2","X",2023,2025,313.566,268411.737879745,12.5002774159093
"135","05H420450",2024-06-06,"06-2024",295000,2024,"2","X",2023,2025,313.131,299213.060987255,12.608911177162
"136","05H420744",2024-11-04,"11-2024",296500,2024,"2","X",2023,2025,316.449,297581.251639285,12.6034425814327
"137","05H421000",2024-03-13,"03-2024",343000,2024,"2","X",2023,2025,312.107,349040.00551093,12.7629418235863
"138","05H421198",2024-07-30,"07-2024",255000,2024,"2","X",2023,2025,313.566,258282.993054094,12.4618111350816
"139","05H421286",2024-01-04,"01-2024",239000,2024,"2","X",2023,2025,309.794,245024.490467859,12.4091134456244
"140","05H421297",2024-07-29,"07-2024",306000,2024,"2","X",2023,2025,313.566,309939.591664913,12.6441326918755
"141","05H430174",2024-03-15,"03-2024",2e+05,2024,"2","X",2023,2025,312.107,203521.869102583,12.2235287429684
"142","05H430718",2024-09-06,"09-2024",190000,2024,"2","X",2023,2025,314.851,191660.72205583,12.1634820152695
"143","05H430846",2024-10-31,"10-2024",197000,2024,"2","X",2023,2025,315.564,198272.905020852,12.197399668868
"144","05H430873",2024-04-17,"04-2024",2e+05,2024,"2","X",2023,2025,313.016,202930.840596008,12.2206205132578
"145","05H430910",2024-04-02,"04-2024",159900,2024,"2","X",2023,2025,313.016,162243.207056508,11.9968517665497
"146","05H440122",2024-02-09,"02-2024",250000,2024,"2","Z",2023,2025,311.022,255289.81872665,12.4501547227894
"147","05H510298",2024-02-13,"02-2024",295500,2024,"2","X",2023,2025,311.022,301752.5657349,12.6173626417733
"148","05H510412",2024-03-28,"03-2024",327000,2024,"2","X",2023,2025,312.107,332758.255982724,12.7151715473176
"149","05H530076",2024-06-20,"06-2024",415000,2024,"2","I",2023,2025,313.131,420926.848507494,12.9502143410528
"150","05H530362",2024-08-14,"08-2024",265000,2024,"2","Z",2023,2025,314.131,267928.969124346,12.4984771837827
"151","05H530643",2024-07-15,"07-2024",365000,2024,"2","X",2023,2025,313.566,369699.186136252,12.8204449435056
"152","05H640087",2024-06-24,"06-2024",470000,2024,"2","X",2023,2025,313.131,476712.33445427,13.0746685155262
"153","05J110565",2024-04-10,"04-2024",174300,2024,"2","5",2023,2025,313.016,176854.227579421,12.0830810992358
"154","05J110565",2024-09-03,"09-2024",336000,2024,"2","X",2023,2025,314.851,338936.855846099,12.7335691030722
"155","05J111182",2024-06-05,"06-2024",269000,2024,"2","4",2023,2025,313.131,272841.740357869,12.516647200424
"156","05J120454",2024-03-15,"03-2024",230000,2024,"2","X",2023,2025,312.107,234050.149467971,12.3632906853436
"157","05J120722",2024-01-23,"01-2024",125000,2024,"2","I",2023,2025,309.794,128150.88413591,11.7609636309952
"158","05J120814",2024-08-26,"08-2024",185000,2024,"2","X",2023,2025,314.131,187044.752030204,12.1391031828748
"159","05J130091",2024-07-01,"07-2024",174000,2024,"2","X",2023,2025,313.566,176240.159966323,12.0796028891377
"160","05J140441",2024-09-20,"09-2024",227000,2024,"2","X",2023,2025,314.851,228984.125824596,12.3414079605904
"161","05J211161",2024-10-10,"10-2024",122321,2024,"2","5",2023,2025,315.564,123111.3706348,11.7208446769953
"162","05J220378",2024-09-18,"09-2024",196000,2024,"2","X",2023,2025,314.851,197713.165910224,12.1945726023395
"163","05J220598",2024-02-12,"02-2024",190000,2024,"2","X",2023,2025,311.022,194020.262232254,12.1757178770877
"164","05J230704",2024-08-09,"08-2024",210000,2024,"2","X",2023,2025,314.131,212321.069872123,12.265854888514
"165","05J231378",2024-04-22,"04-2024",103000,2024,"2","I",2023,2025,313.016,104509.382906944,11.5570321349394
"166","05J231422",2024-02-01,"02-2024",153000,2024,"2","X",2023,2025,311.022,156237.36906071,11.9591317263196
"167","05J231675",2024-02-23,"02-2024",190900,2024,"2","X",2023,2025,311.022,194939.30557967,12.1804435356589
"168","05J320302",2024-03-18,"03-2024",233000,2024,"2","X",2023,2025,312.107,237102.97750451,12.3762498299861
"169","05J330059",2024-02-16,"02-2024",245000,2024,"2","X",2023,2025,311.022,250184.022352117,12.4299520154719
"170","05J330071",2024-03-12,"03-2024",215000,2024,"2","X",2023,2025,312.107,218786.009285277,12.295849404548
"171","05J330213",2024-10-18,"10-2024",160000,2024,"2","I",2023,2025,315.564,161033.831489017,11.9893697553638
"172","05J330611",2024-08-19,"08-2024",380000,2024,"2","X",2023,2025,314.131,384200.031197176,12.8589186105169
"173","05J330631",2024-09-03,"09-2024",402500,2024,"2","X",2023,2025,314.851,406018.108565639,12.9141530399676
"174","05J340366",2024-06-13,"06-2024",209400,2024,"2","X",2023,2025,313.131,212390.559222817,12.2661821192586
"175","05J410326",2024-01-29,"01-2024",287500,2024,"2","I",2023,2025,309.794,294747.033512592,12.5938727539303
"176","05J411262",2024-07-22,"07-2024",183000,2024,"2","I",2023,2025,313.566,185356.030309409,12.1300337427645
"177","05J420194",2024-08-01,"08-2024",201000,2024,"2","I",2023,2025,314.131,203221.595449032,12.2220522658556
"178","05J430380",2024-06-14,"06-2024",296000,2024,"2","X",2023,2025,313.131,300227.342549923,12.6122952751462
"179","05J510493",2024-04-01,"04-2024",180000,2024,"2","X",2023,2025,313.016,182637.756536407,12.1152599976
"180","05J510514",2024-08-22,"08-2024",252000,2024,"2","Z",2023,2025,314.131,254785.283846548,12.4481764453079
"181","05J510657",2024-09-30,"09-2024",250000,2024,"2","X",2023,2025,314.851,252185.160599776,12.4379188609713
"182","05J520195",2024-11-15,"11-2024",227500,2024,"2","X",2023,2025,316.449,228329.628154932,12.3385456013859
"183","05J520678",2024-06-03,"06-2024",228500,2024,"2","X",2023,2025,313.131,231763.337069789,12.3534720311564
"184","05J520887",2024-09-27,"09-2024",205000,2024,"2","X",2023,2025,314.851,206791.831691816,12.2394679222474
"185","05J521008",2024-08-08,"08-2024",125000,2024,"2","X",2023,2025,314.131,126381.589209597,11.7470610950988
"186","05J521019",2024-01-19,"01-2024",135000,2024,"2","X",2023,2025,309.794,138402.954866782,11.8379246721313
"187","05J530336",2024-11-14,"11-2024",265000,2024,"2","X",2023,2025,316.449,265966.380048602,12.4911251889811
"188","05J530424",2024-07-10,"07-2024",168500,2024,"2","I",2023,2025,313.566,170669.350312215,12.0474833397155
"189","05J530556",2024-04-18,"04-2024",185500,2024,"2","X",2023,2025,313.016,188218.354652797,12.1453580287573
"190","05J530921",2024-10-14,"10-2024",153070,2024,"2","I",2023,2025,315.564,154059.053662648,11.9450912732336
"191","05J540072",2024-02-01,"02-2024",235000,2024,"2","X",2023,2025,311.022,239972.429603051,12.3882793190713
"192","05J610582",2024-07-15,"07-2024",180000,2024,"2","I",2023,2025,313.566,182317.406861713,12.1135044408133
"193","05J610845",2024-06-06,"06-2024",259900,2024,"2","X",2023,2025,313.131,263611.778137585,12.4822327624696
"194","05J610878",2024-09-17,"09-2024",243000,2024,"2","I",2023,2025,314.851,245123.976102982,12.4095193864496
"195","05J620712",2024-01-30,"01-2024",211300,2024,"2","X",2023,2025,309.794,216626.254543342,12.2859288183149
"196","05J620723",2024-01-17,"01-2024",243000,2024,"2","X",2023,2025,309.794,249125.318760208,12.4257113370334
"197","05J620855",2024-02-26,"02-2024",225000,2024,"2","X",2023,2025,311.022,229760.836853985,12.3447942071316
"198","05J620866",2024-10-15,"10-2024",270000,2024,"2","X",2023,2025,315.564,271744.590637715,12.5126178991284
"199","05J621230",2024-07-30,"07-2024",359000,2024,"2","X",2023,2025,313.566,363621.939240862,12.8038699784114
"200","05J630315",2024-03-06,"03-2024",243000,2024,"2","X",2023,2025,312.107,247279.070959639,12.4182728197609
"201","05J630348",2024-03-08,"03-2024",280000,2024,"2","X",2023,2025,312.107,284930.616743617,12.5600009795896
"202","05J630766",2024-07-01,"07-2024",383000,2024,"2","X",2023,2025,313.566,387930.926822423,12.8685825791038
"203","05J631251",2024-05-21,"05-2024",269900,2024,"2","X",2023,2025,313.14,273746.725745673,12.5199585992949
"204","05J640051",2024-05-23,"05-2024",270000,2024,"2","X",2023,2025,313.14,273848.150986779,12.5203290382693
"205","05J640325",2024-04-15,"04-2024",252000,2024,"2","Z",2023,2025,313.016,255692.85915097,12.4517322342212
"206","05J640589",2024-09-30,"09-2024",252500,2024,"2","X",2023,2025,314.851,254707.012205773,12.4478691918244
"207","05J640590",2024-10-10,"10-2024",310000,2024,"2","X",2023,2025,315.564,312003.048509969,12.6507682376092
"208","05K210224",2024-05-15,"05-2024",1e+05,2024,"2","I",2023,2025,313.14,101425.241106214,11.527077265259
"209","05K210411",2024-08-29,"08-2024",181000,2024,"2","I",2023,2025,314.131,183000.541175497,12.1172443890623
"210","05K210499",2024-08-29,"08-2024",209000,2024,"2","X",2023,2025,314.131,211310.017158447,12.2610816097613
"211","05K211038",2024-07-16,"07-2024",240000,2024,"2","X",2023,2025,313.566,243089.875815618,12.4011865132651
"212","05K220915",2024-06-06,"06-2024",208000,2024,"2","X",2023,2025,313.131,210970.565035081,12.2594739005235
"213","05K240254",2024-05-30,"05-2024",196000,2024,"2","X",2023,2025,313.14,198793.47256818,12.2000217385015
"214","05K240353",2024-10-15,"10-2024",196000,2024,"2","X",2023,2025,315.564,197266.443574045,12.1923105993605
"215","05K240504",2024-09-24,"09-2024",209900,2024,"2","X",2023,2025,314.851,211734.660839572,12.2630891699356
"216","05K240584",2024-07-29,"07-2024",189900,2024,"2","X",2023,2025,313.566,192344.864239108,12.1670452077414
"217","05K240724",2024-02-27,"02-2024",62000,2024,"2","I",2023,2025,311.022,63311.8750442091,11.0558281899723
"218","05K240724",2024-07-02,"07-2024",217500,2024,"2","X",2023,2025,313.566,220300.199957904,12.3027464404519
"219","05K311084",2024-11-20,"11-2024",225000,2024,"2","X",2023,2025,316.449,225820.51136202,12.3274957651993
"220","05K311204",2024-05-02,"05-2024",199000,2024,"2","X",2023,2025,313.14,201836.229801367,12.2152119039955
"221","05K620304",2024-05-28,"05-2024",280000,2024,"2","X",2023,2025,313.14,283990.6750974,12.5566966824402
"222","05K620502",2024-04-23,"04-2024",280000,2024,"2","X",2023,2025,313.016,284103.176834411,12.5570927498791
"223","05K620612",2024-07-22,"07-2024",308000,2024,"2","X",2023,2025,313.566,311965.340630043,12.6506473728967
"224","06E210211",2024-07-31,"07-2024",215000,2024,"2","X",2023,2025,313.566,217768.013751491,12.2911856180508
"225","06F130086",2024-05-09,"05-2024",185000,2024,"2","X",2023,2025,313.14,187636.696046497,12.1422629043493
"226","06F140063",2024-03-25,"03-2024",139000,2024,"2","I",2023,2025,312.107,141447.699026295,11.8596853095511
"227","06F210287",2024-09-18,"09-2024",135000,2024,"2","I",2023,2025,314.851,136179.986723879,11.8217327215474
"228","06F210412",2024-06-06,"06-2024",215000,2024,"2","X",2023,2025,313.131,218070.535973762,12.2925738489498
"229","06F240372",2024-01-04,"01-2024",122500,2024,"2","I",2023,2025,309.794,125587.866453191,11.7407609236777
"230","06F310134",2024-10-17,"10-2024",131000,2024,"2","I",2023,2025,315.564,131846.449531632,11.7893932633311
"231","06F310398",2024-06-14,"06-2024",1e+05,2024,"2","I",2023,2025,313.131,101428.156266866,11.5271060068102
"232","06G110111",2024-04-23,"04-2024",263000,2024,"2","X",2023,2025,313.016,266854.05538375,12.4944571788876
"233","06G120103",2024-02-22,"02-2024",241500,2024,"2","X",2023,2025,311.022,246609.964889943,12.4155632780198
"234","06G130315",2024-05-09,"05-2024",143406,2024,"2","5",2023,2025,313.14,145449.881260778,11.8875868475654
"235","06G131240",2024-08-29,"08-2024",132000,2024,"2","X",2023,2025,314.131,133458.958205335,11.8015492803829
"236","06G131295",2024-07-31,"07-2024",95000,2024,"2","X",2023,2025,313.566,96223.075843682,11.4744244815237
"237","06G131332",2024-09-12,"09-2024",129000,2024,"2","X",2023,2025,314.851,130127.542869484,11.7762703474707
"238","06G131516",2024-07-24,"07-2024",135000,2024,"2","X",2023,2025,313.566,136738.055146285,11.8258223683616
"239","06G131772",2024-10-04,"10-2024",70000,2024,"2","X",2023,2025,315.564,70452.3012764447,11.1626911821793
"240","06G140073",2024-01-23,"01-2024",235500,2024,"2","X",2023,2025,309.794,241436.265712054,12.3943608071494
"241","06G210954",2024-06-03,"06-2024",296000,2024,"2","X",2023,2025,313.131,300227.342549923,12.6122952751462
"242","06G211012",2024-03-22,"03-2024",389200,2024,"2","X",2023,2025,312.107,396053.557273627,12.8893047267322
"243","06G220087",2024-06-20,"06-2024",232900,2024,"2","X",2023,2025,313.131,236226.175945531,12.3725449977124
"244","06G220313",2024-07-22,"07-2024",340000,2024,"2","X",2023,2025,313.566,344377.324072125,12.7494932075333
