"","PARID","saledate","date2","price","saleyr","SALETYPE","SALEVAL","presale","postsale","value","adj_price","lnadj_price"
"4753","22M310451",2024-03-20,"03-2024",337500,2024,"2","X",2023,2025,312.107,343443.154110609,12.746776886733
"4754","22M310460",2024-06-26,"06-2024",359000,2024,"2","X",2023,2025,313.131,364127.080998049,12.8052582093104
"4755","22M310837",2024-08-02,"08-2024",374000,2024,"2","X",2023,2025,314.131,378133.714915115,12.843003155211
"4756","22M310910",2024-03-15,"03-2024",465000,2024,"2","X",2023,2025,312.107,473188.345663506,13.0672487820077
"4757","22M311032",2024-07-12,"07-2024",545000,2024,"2","X",2023,2025,313.566,552016.592997965,13.2213333845864
"4758","22M311212",2024-03-18,"03-2024",210000,2024,"1","X",2023,2025,312.107,213697.962557713,12.2723189071378
"4759","22M320122",2024-10-17,"10-2024",165000,2024,"2","I",2023,2025,315.564,166066.138723048,12.0201414140306
"4760","22M320470",2024-05-17,"05-2024",5e+05,2024,"2","X",2023,2025,313.14,507126.205531072,13.1365151776932
"4761","22M321141",2024-07-10,"07-2024",875000,2024,"2","X",2023,2025,313.566,886265.17224444,13.6947714762807
"4762","22M321516",2024-09-12,"09-2024",425000,2024,"2","X",2023,2025,314.851,428714.773019619,12.9685471120334
"4763","22M330242",2024-03-07,"03-2024",3e+05,2024,"1","X",2023,2025,312.107,305282.803653875,12.6289938510766
"4764","22M330462",2024-10-01,"10-2024",284620,2024,"2","X",2023,2025,315.564,286459.056990024,12.5653508973855
"4765","22M330509",2024-10-10,"10-2024",298000,2024,"2","X",2023,2025,315.564,299925.511148293,12.6112894266354
"4766","22M330527",2024-10-03,"10-2024",425000,2024,"2","X",2023,2025,315.564,427746.1148927,12.9662851090544
"4767","22M330536",2024-01-26,"01-2024",321500,2024,"2","I",2023,2025,309.794,329604.07399756,12.7056474373706
"4768","22M331063",2024-08-26,"08-2024",441900,2024,"2","X",2023,2025,314.131,446784.194173768,13.0098309699332
"4769","22M331205",2024-07-18,"07-2024",431000,2024,"2","I",2023,2025,313.566,436548.901985547,12.9866556800269
"4770","22M341183",2024-04-15,"04-2024",445000,2024,"2","I",2023,2025,313.016,451521.120326118,13.0203774288761
"4771","22M341183",2024-10-02,"10-2024",565000,2024,"2","X",2023,2025,315.564,568650.717445589,13.2510216712764
"4772","22M410043",2024-08-16,"08-2024",3e+05,2024,"2","4",2023,2025,314.131,303315.814103033,12.6225298324527
"4773","22M410221",2024-07-26,"07-2024",325000,2024,"2","I",2023,2025,313.566,329184.206833649,12.7043727722529
"4774","22M410472",2024-06-26,"06-2024",370000,2024,"2","X",2023,2025,313.131,375284.178187404,12.8354388264604
"4775","22M410542",2024-04-05,"04-2024",321900,2024,"2","X",2023,2025,313.016,326617.187939275,12.6965440850146
"4776","22M410872",2024-08-19,"08-2024",265900,2024,"2","X",2023,2025,314.131,268838.916566655,12.5018676560455
"4777","22M411154",2024-03-20,"03-2024",950000,2024,"2","X",2023,2025,312.107,966728.878237271,13.781673361015
"4778","22M420064",2024-09-12,"09-2024",477500,2024,"2","X",2023,2025,314.851,481673.656745572,13.0850221030298
"4779","22M420075",2024-07-16,"07-2024",490000,2024,"2","X",2023,2025,313.566,496308.496456886,13.1149529810278
"4780","22M420174",2024-10-15,"10-2024",335000,2024,"2","X",2023,2025,315.564,337164.584680128,12.728326471955
"4781","22M420305",2024-03-18,"03-2024",275000,2024,"2","X",2023,2025,312.107,279842.570016052,12.5419824740869
"4782","22M420350",2024-08-29,"08-2024",366400,2024,"2","X",2023,2025,314.131,370449.714291172,12.8224729905965
"4783","22M420383",2024-11-01,"11-2024",339000,2024,"2","X",2023,2025,316.449,340236.237118777,12.7373954703753
"4784","22M420938",2024-08-21,"08-2024",385000,2024,"2","X",2023,2025,314.131,389255.29476556,12.8719906920843
"4785","22M510077",2024-10-24,"10-2024",275000,2024,"2","X",2023,2025,315.564,276776.897871747,12.5309670377966
"4786","22M510264",2024-03-29,"03-2024",420000,2024,"2","X",2023,2025,312.107,427395.925115425,12.9654660876978
"4787","22M510352",2024-07-05,"07-2024",380000,2024,"2","X",2023,2025,313.566,384892.303374728,12.8607188426436
"4788","22M510385",2024-04-08,"04-2024",480000,2024,"2","X",2023,2025,313.016,487034.017430419,13.0960892506117
"4789","22M520362",2024-09-19,"09-2024",634900,2024,"2","X",2023,2025,314.851,640449.43385919,13.3699254492854
"4790","22M540241",2024-07-24,"07-2024",875000,2024,"2","X",2023,2025,313.566,886265.17224444,13.6947714762807
"4791","22M540416",2024-04-02,"04-2024",565400,2024,"2","X",2023,2025,313.016,573685.486364914,13.2598365919693
"4792","22M610430",2024-06-13,"06-2024",310000,2024,"2","X",2023,2025,313.131,314427.284427284,12.6585081183013
"4793","22M610683",2024-06-03,"06-2024",450000,2024,"2","4",2023,2025,313.131,456426.703200897,13.0311834035865
"4794","22M610724",2024-08-08,"08-2024",527000,2024,"2","X",2023,2025,314.131,532824.780107662,13.1859479063379
"4795","22M611079",2024-04-09,"04-2024",98000,2024,"2","X",2023,2025,313.016,99436.1118920439,11.5072706253804
"4796","22M620495",2024-05-23,"05-2024",585000,2024,"2","X",2023,2025,313.14,593337.660471355,13.2935189265028
"4797","22M620583",2024-05-08,"05-2024",187500,2024,"2","X",2023,2025,313.14,190172.327074152,12.1556859246814
"4798","22M620792",2024-01-23,"01-2024",820000,2024,"2","X",2023,2025,309.794,840669.799931568,13.6419542339512
"4799","22M630506",2024-08-12,"08-2024",410000,2024,"2","I",2023,2025,314.131,414531.612607479,12.9349045174949
"4800","22M640121",2024-05-08,"05-2024",850000,2024,"2","X",2023,2025,313.14,862114.549402823,13.6671434287553
"4801","22M640231",2024-11-06,"11-2024",620000,2024,"2","X",2023,2025,316.449,622260.964642012,13.341114841034
"4802","22M640451",2024-03-13,"03-2024",535000,2024,"2","X",2023,2025,312.107,544420.999849411,13.2074781233164
"4803","22M640552",2024-05-24,"05-2024",535000,2024,"2","X",2023,2025,313.14,542625.039918247,13.204173826167
"4804","22M640581",2024-05-21,"05-2024",440000,2024,"2","I",2023,2025,313.14,446271.060867344,13.0086818061833
"4805","22M640680",2024-09-04,"09-2024",612000,2024,"2","X",2023,2025,314.851,617349.273148251,13.3331902256213
"4806","22M640718",2024-07-09,"07-2024",6e+05,2024,"2","X",2023,2025,313.566,607724.689539045,13.3174772451393
"4807","22N110270",2024-07-19,"07-2024",613000,2024,"2","X",2023,2025,313.566,620892.05781239,13.3389125258593
"4808","22N110610",2024-05-03,"05-2024",820000,2024,"2","X",2023,2025,313.14,831686.977070959,13.6312114195293
"4809","22N110647",2024-06-11,"06-2024",690000,2024,"2","X",2023,2025,313.131,699854.278241375,13.4586274184134
"4810","22N110775",2024-02-27,"02-2024",820500,2024,"2","X",2023,2025,311.022,837861.185060864,13.6386077154573
"4811","22N110830",2024-06-25,"06-2024",780000,2024,"2","X",2023,2025,313.131,791139.618881555,13.5812297405058
"4812","22N120042",2024-06-17,"06-2024",820000,2024,"2","X",2023,2025,313.131,831710.881388301,13.6312401610804
"4813","22N120996",2024-06-13,"06-2024",991000,2024,"2","X",2023,2025,313.131,1005153.02860464,13.8206503551521
"4814","22N121207",2024-09-11,"09-2024",285000,2024,"2","I",2023,2025,314.851,287491.083083744,12.5689471233777
"4815","22N121308",2024-10-22,"10-2024",880000,2024,"2","X",2023,2025,315.564,885686.073189591,13.6941178476022
"4816","22N130759",2024-06-10,"06-2024",302400,2024,"2","X",2023,2025,313.131,306718.744551003,12.6336864651275
"4817","22N131280",2024-11-08,"11-2024",979000,2024,"2","X",2023,2025,316.449,982570.13610408,13.7979270055254
"4818","22N131749",2024-11-07,"11-2024",770000,2024,"2","X",2023,2025,316.449,772807.972216692,13.5577858778426
"4819","22N141346",2024-04-25,"04-2024",917500,2024,"2","X",2023,2025,313.016,930945.231234186,13.7439557266385
"4820","22N142758",2024-04-26,"04-2024",440000,2024,"2","X",2023,2025,313.016,446447.849311217,13.0090778736221
"4821","22N142831",2024-04-23,"04-2024",440000,2024,"2","X",2023,2025,313.016,446447.849311217,13.0090778736221
"4822","22N210233",2024-06-14,"06-2024",502050,2024,"2","X",2023,2025,313.131,509220.058537801,13.1406355371476
"4823","22N210293",2024-09-11,"09-2024",550000,2024,"2","X",2023,2025,314.851,554807.353319507,13.2263762213355
"4824","22N210307",2024-08-02,"08-2024",610000,2024,"2","X",2023,2025,314.131,616742.155342835,13.3322063149639
"4825","22N210590",2024-05-22,"05-2024",530000,2024,"2","X",2023,2025,313.14,537553.777862937,13.1947840858171
"4826","22N220629",2024-10-02,"10-2024",511000,2024,"2","X",2023,2025,315.564,514301.799318046,13.1505655303337
"4827","22N220913",2024-08-07,"08-2024",1190000,2024,"2","X",2023,2025,314.131,1203152.72927537,14.0004559439021
"4828","22N230060",2024-04-30,"04-2024",475000,2024,"2","X",2023,2025,313.016,481960.746415519,13.0856179507445
"4829","22N230327",2024-02-29,"02-2024",1138000,2024,"2","X",2023,2025,311.022,1162079.25484371,13.9657214196135
"4830","22N230473",2024-01-24,"01-2024",1129900,2024,"2","X",2023,2025,309.794,1158381.47188131,13.9625343059081
"4831","22N240382",2024-07-09,"07-2024",610000,2024,"2","X",2023,2025,313.566,617853.434364695,13.3340065470905
"4832","22N241262",2024-05-07,"05-2024",177000,2024,"2","X",2023,2025,313.14,179522.676758,12.0980568118448
"4833","22N241291",2024-01-02,"01-2024",167500,2024,"2","X",2023,2025,309.794,171722.184742119,12.053633244958
"4834","22N241336",2024-07-22,"07-2024",215000,2024,"2","X",2023,2025,313.566,217768.013751491,12.2911856180508
"4835","22N241464",2024-01-11,"01-2024",160000,2024,"2","X",2023,2025,309.794,164033.131693964,12.0078237089267
"4836","22N241491",2024-07-29,"07-2024",197900,2024,"2","X",2023,2025,313.566,200447.860099628,12.2083094425316
"4837","22N241574",2024-01-04,"01-2024",189900,2024,"2","X",2023,2025,309.794,194686.823179274,12.1791475115111
"4838","22N241648",2024-03-06,"03-2024",180000,2024,"2","X",2023,2025,312.107,183169.682192325,12.1181682273106
"4839","22N241822",2024-06-12,"06-2024",235000,2024,"2","X",2023,2025,313.131,238356.167227135,12.3815213349663
"4840","22N310526",2024-06-13,"06-2024",362000,2024,"2","I",2023,2025,313.131,367169.925686055,12.8135800326479
"4841","22N320224",2024-09-24,"09-2024",220000,2024,"2","I",2023,2025,314.851,221922.941327803,12.3100854894614
"4842","22N320271",2024-09-30,"09-2024",735000,2024,"2","X",2023,2025,314.851,741424.372163341,13.5163284423219
"4843","22N320820",2024-05-01,"05-2024",415000,2024,"2","X",2023,2025,313.14,420914.75059079,12.9501855995017
"4844","22N321371",2024-10-04,"10-2024",360000,2024,"2","X",2023,2025,315.564,362326.120850287,12.8002999715801
"4845","22N322196",2024-10-04,"10-2024",1130000,2024,"2","X",2023,2025,315.564,1137301.43489118,13.9441688518364
"4846","22N330171",2024-07-18,"07-2024",435000,2024,"2","X",2023,2025,313.566,440600.399915807,12.9958936210118
"4847","22N330876",2024-01-02,"01-2024",330000,2024,"2","X",2023,2025,309.794,338318.334118802,12.7317425481534
"4848","22N330913",2024-04-29,"04-2024",401500,2024,"2","X",2023,2025,313.016,407383.662496486,12.9175106800966
"4849","22N331114",2024-09-20,"09-2024",349900,2024,"2","X",2023,2025,314.851,352958.350775446,12.7741053424827
"4850","22N331123",2024-10-02,"10-2024",341000,2024,"2","X",2023,2025,315.564,343203.353360966,12.7460784174135
"4851","22N340015",2024-06-20,"06-2024",683000,2024,"2","X",2023,2025,313.131,692754.307302695,13.4484306803929
"4852","22N340345",2024-03-12,"03-2024",335000,2024,"2","X",2023,2025,312.107,340899.130746827,12.7393419082454
"4853","22N340419",2024-04-26,"04-2024",271500,2024,"2","I",2023,2025,313.016,275478.616109081,12.5262652860838
"4854","22N340749",2024-05-01,"05-2024",170000,2024,"2","I",2023,2025,313.14,172422.909880565,12.0577055163212
"4855","22N340868",2024-04-25,"04-2024",450000,2024,"2","X",2023,2025,313.016,456594.391341018,13.0315507294742
"4856","22N341061",2024-01-24,"01-2024",365000,2024,"2","X",2023,2025,309.794,374200.581676856,12.8325472472754
"4857","22N341409",2024-07-26,"07-2024",310000,2024,"2","X",2023,2025,313.566,313991.089595173,12.6571198874023
"4858","22N341490",2024-10-02,"10-2024",298500,2024,"2","X",2023,2025,315.564,300428.741871696,12.6129658729626
"4859","22N410097",2024-03-15,"03-2024",345000,2024,"2","X",2023,2025,312.107,351075.224201956,12.7687557934517
"4860","22N410736",2024-08-02,"08-2024",3585484,2024,"2","X",2023,2025,314.131,3625113.32804467,15.1033961086911
"4861","22N421341",2024-07-18,"07-2024",797000,2024,"2","X",2023,2025,313.566,807260.962604364,13.6014022687133
"4862","22N510331",2024-03-01,"03-2024",1375000,2024,"2","X",2023,2025,312.107,1399212.85008026,14.151420386521
"4863","22N520882",2024-01-18,"01-2024",332500,2024,"2","X",2023,2025,309.794,340881.35180152,12.7392897537888
"4864","22N521076",2024-08-14,"08-2024",2e+05,2024,"2","I",2023,2025,314.131,202210.542735356,12.2170647243445
"4865","22N530096",2024-07-10,"07-2024",1210000,2024,"2","X",2023,2025,313.566,1225578.12390374,14.0189232285139
"4866","22N530140",2024-03-25,"03-2024",1425000,2024,"2","X",2023,2025,312.107,1450093.31735591,14.1871384691231
"4867","22N530195",2024-04-26,"04-2024",520824,2024,"2","X",2023,2025,313.016,528456.260612876,13.1777153194917
"4868","22N530205",2024-08-01,"08-2024",1320000,2024,"2","X",2023,2025,314.131,1334589.58205335,14.1041343733769
"4869","22N530351",2024-08-30,"08-2024",1365000,2024,"2","X",2023,2025,314.131,1380086.9541688,14.1376570654156
"4870","22N530360",2024-09-06,"09-2024",1639000,2024,"2","X",2023,2025,314.851,1653325.91289213,14.3182995218528
"4871","22N530562",2024-01-18,"01-2024",1591000,2024,"2","X",2023,2025,309.794,1631104.45328186,14.3047679220307
"4872","22N540316",2024-10-30,"10-2024",5e+05,2024,"2","X",2023,2025,315.564,503230.723403177,13.1288040385522
"4873","22N610242",2024-04-04,"04-2024",240000,2024,"2","4",2023,2025,313.016,243517.008715209,12.4029420700518
"4874","22N610495",2024-08-19,"08-2024",555000,2024,"2","X",2023,2025,314.131,561134.256090612,13.2377154715429
"4875","22N620946",2024-06-11,"06-2024",237000,2024,"2","X",2023,2025,313.131,240384.730352472,12.3899959619573
"4876","22N621202",2024-06-03,"06-2024",402500,2024,"2","X",2023,2025,313.131,408248.328974136,12.9196309176808
"4877","22N621532",2024-08-05,"08-2024",1109000,2024,"2","X",2023,2025,314.131,1121257.45946755,13.9299613451469
"4878","22N630251",2024-05-20,"05-2024",486459,2024,"2","X",2023,2025,313.14,493392.21363288,13.1090597019088
"4879","22N630534",2024-03-14,"03-2024",1125000,2024,"2","X",2023,2025,312.107,1144810.51370203,13.9507496910589
"4880","22O110336",2024-05-16,"05-2024",425000,2024,"2","X",2023,2025,313.14,431057.274701411,12.9739962481954
"4881","22O110565",2024-07-26,"07-2024",625000,2024,"2","X",2023,2025,313.566,633046.551603171,13.3582992396595
"4882","22O120227",2024-03-12,"03-2024",771000,2024,"2","X",2023,2025,312.107,784576.805390459,13.5728997499837
"4883","22O140164",2024-10-11,"10-2024",385000,2024,"2","X",2023,2025,315.564,387487.657020446,12.8674392744178
"4884","22O140706",2024-05-13,"05-2024",6e+05,2024,"2","X",2023,2025,313.14,608551.446637287,13.3188367344871
"4885","22O140889",2024-08-21,"08-2024",740000,2024,"2","X",2023,2025,314.131,748179.008120816,13.5253975439947
"4886","22O220473",2024-10-01,"10-2024",1255000,2024,"2","X",2023,2025,315.564,1263109.11574197,14.0490867916959
"4887","22O220547",2024-09-05,"09-2024",950000,2024,"2","X",2023,2025,314.851,958303.610279148,13.7729199277036
"4888","22O230034",2024-06-25,"06-2024",1557500,2024,"2","X",2023,2025,313.131,1579743.53385644,14.2727730714837
"4889","22O320500",2024-11-01,"11-2024",1116500,2024,"2","X",2023,2025,316.449,1120571.5597142,13.9293494342751
"4890","22O320784",2024-08-20,"08-2024",1200000,2024,"2","X",2023,2025,314.131,1213263.25641213,14.0088241935726
"4891","22O340575",2024-09-27,"09-2024",560000,2024,"2","X",2023,2025,314.851,564894.759743498,13.2443947268382
"4892","22O341033",2024-09-09,"09-2024",959000,2024,"2","X",2023,2025,314.851,967382.27606074,13.7823490179925
"4893","22O420581",2024-07-25,"07-2024",6e+05,2024,"2","X",2023,2025,313.566,607724.689539045,13.3174772451393
"4894","22O440208",2024-05-28,"05-2024",1795000,2024,"2","4",2023,2025,313.14,1820583.07785655,14.4146673801933
"4895","22P120163",2024-08-26,"08-2024",4587700,2024,"2","P",2023,2025,314.131,4638406.53453496,15.3498814459393
"4896","22Q120412",2024-10-25,"10-2024",315000,2024,"2","I",2023,2025,315.564,317035.355744001,12.6667685789556
"4897","22Q121008",2024-04-01,"04-2024",303500,2024,"2","X",2023,2025,313.016,307947.550604442,12.6376847572094
"4898","22Q140607",2024-01-04,"01-2024",382000,2024,"2","X",2023,2025,309.794,391629.10191934,12.8780705022995
"4899","22Q220118",2024-10-09,"10-2024",3e+05,2024,"2","X",2023,2025,315.564,301938.434041906,12.6179784147862
"4900","22Q220622",2024-02-29,"02-2024",699000,2024,"2","X",2023,2025,311.022,713790.333159712,13.478344547161
"4901","22Q220668",2024-06-11,"06-2024",790000,2024,"2","X",2023,2025,313.131,801282.434508241,13.5939687662832
"4902","22Q220677",2024-01-11,"01-2024",642000,2024,"2","X",2023,2025,309.794,658182.940922032,13.3972381973828
"4903","22Q240367",2024-09-17,"09-2024",349500,2024,"2","X",2023,2025,314.851,352554.854518486,12.7729615047829
"4904","22Q240899",2024-03-15,"03-2024",350000,2024,"2","X",2023,2025,312.107,356163.270929521,12.7831445309038
"4905","22Q330172",2024-08-30,"08-2024",340000,2024,"2","X",2023,2025,314.131,343757.922650105,12.7476929754067
"4906","22Q330219",2024-06-17,"06-2024",326000,2024,"2","X",2023,2025,313.131,330655.789429983,12.7088332021888
"4907","22Q330585",2024-10-03,"10-2024",350000,2024,"2","X",2023,2025,315.564,352261.506382224,12.7721290946134
"4908","22Q340164",2024-01-12,"01-2024",307000,2024,"2","X",2023,2025,309.794,314738.571437794,12.6594976412801
"4909","22Q340201",2024-07-23,"07-2024",277300,2024,"2","I",2023,2025,313.566,280870.094015295,12.5456475425449
"4910","22Q410124",2024-06-05,"06-2024",375000,2024,"2","X",2023,2025,313.131,380355.586000747,12.8488618467926
"4911","22Q410391",2024-01-05,"01-2024",476250,2024,"2","X",2023,2025,309.794,488254.868557816,13.0985928201338
"4912","22Q410573",2024-07-10,"07-2024",438000,2024,"2","X",2023,2025,313.566,443639.023363502,13.0027665002996
"4913","22Q410665",2024-07-03,"07-2024",465000,2024,"2","X",2023,2025,313.566,470986.634392759,13.0625849955105
"4914","22Q410683",2024-07-31,"07-2024",415000,2024,"2","X",2023,2025,313.566,420342.910264506,12.9488261101538
"4915","22Q420345",2024-10-03,"10-2024",450000,2024,"2","X",2023,2025,315.564,452907.651062859,13.0234435228943
"4916","22Q420381",2024-01-05,"01-2024",380000,2024,"2","X",2023,2025,309.794,389578.687773165,12.8728211464133
"4917","22Q420996",2024-03-12,"03-2024",767542,2024,"2","X",2023,2025,312.107,781057.912273675,13.5684045775115
"4918","22Q430081",2024-05-22,"05-2024",351485,2024,"2","X",2023,2025,313.14,356494.508702178,12.7840741153579
"4919","22Q430456",2024-02-02,"02-2024",3e+05,2024,"2","I",2023,2025,311.022,306347.78247198,12.6324762795834
"4920","22Q430492",2024-06-12,"06-2024",275000,2024,"2","I",2023,2025,313.131,278927.429733881,12.5387069184887
"4921","22Q430649",2024-03-22,"03-2024",535000,2024,"2","X",2023,2025,312.107,544420.999849411,13.2074781233164
"4922","22Q440594",2024-08-16,"08-2024",590000,2024,"2","X",2023,2025,314.131,596521.101069299,13.2988698946963
"4923","22Q510480",2024-01-05,"01-2024",820586,2024,"2","X",2023,2025,309.794,841270.571276397,13.6426686128681
"4924","22Q510590",2024-09-13,"09-2024",875000,2024,"2","X",2023,2025,314.851,882648.062099215,13.6906818294666
"4925","22Q510646",2024-03-18,"03-2024",684267,2024,"2","X",2023,2025,312.107,696316.494026087,13.453559568753
"4926","22Q510664",2024-04-22,"04-2024",875603,2024,"2","X",2023,2025,313.016,888434.264091931,13.6972159385747
"4927","22Q510682",2024-02-23,"02-2024",716113,2024,"2","X",2023,2025,311.022,731265.431831189,13.5025317806644
"4928","22Q510701",2024-02-21,"02-2024",742906,2024,"2","X",2023,2025,311.022,758625.352283761,13.5392633275095
"4929","22Q510710",2024-02-12,"02-2024",927195,2024,"2","X",2023,2025,311.022,946813.773897023,13.7608577043584
"4930","22Q510738",2024-02-01,"02-2024",820557,2024,"2","X",2023,2025,311.022,837919.391139534,13.6386771828799
"4931","22Q510811",2024-03-01,"03-2024",794241,2024,"2","X",2023,2025,312.107,808227.064189525,13.602598318061
"4932","22Q510930",2024-02-09,"02-2024",638744,2024,"2","X",2023,2025,311.022,652259.35989094,13.3881975530546
"4933","22Q510949",2024-02-28,"02-2024",784190,2024,"2","X",2023,2025,311.022,800782.891789005,13.5933451428551
"4934","22Q510958",2024-03-25,"03-2024",729086,2024,"2","X",2023,2025,312.107,741924.727282631,13.5170030712928
"4935","22Q510967",2024-01-09,"01-2024",790429,2024,"2","X",2023,2025,309.794,810353.401573304,13.6052257297369
"4936","22Q510994",2024-01-24,"01-2024",814685,2024,"2","X",2023,2025,309.794,835220.824338109,13.6354514291547
"4937","22Q520362",2024-11-20,"11-2024",3e+05,2024,"2","X",2023,2025,316.449,301094.015149361,12.6151778376511
"4938","22Q520463",2024-07-18,"07-2024",347000,2024,"2","X",2023,2025,313.566,351467.445450081,12.76987236987
"4939","22Q520555",2024-07-15,"07-2024",281000,2024,"2","X",2023,2025,313.566,284617.729600786,12.5589022592569
"4940","22Q530235",2024-08-09,"08-2024",262900,2024,"2","X",2023,2025,314.131,265805.758425625,12.4905210895323
"4941","22Q540043",2024-04-29,"04-2024",307500,2024,"2","X",2023,2025,313.016,312006.167416362,12.6507782339564
"4942","22Q540070",2024-06-05,"06-2024",222500,2024,"2","I",2023,2025,313.131,225677.647693777,12.3268629224284
"4943","22Q540070",2024-09-23,"09-2024",313000,2024,"2","X",2023,2025,314.851,315735.821070919,12.6626611336492
"4944","22Q540135",2024-03-12,"03-2024",3e+05,2024,"2","X",2023,2025,312.107,305282.803653875,12.6289938510766
"4945","22Q540209",2024-04-25,"04-2024",352500,2024,"2","X",2023,2025,313.016,357665.606550464,12.7873537689621
"4946","22Q540300",2024-05-09,"05-2024",255500,2024,"2","X",2023,2025,313.14,259141.491026378,12.4651294889147
"4947","22Q540391",2024-07-22,"07-2024",325000,2024,"2","X",2023,2025,313.566,329184.206833649,12.7043727722529
"4948","22Q610052",2024-09-19,"09-2024",379900,2024,"2","X",2023,2025,314.851,383220.570047419,12.8563660033026
"4949","22Q610184",2024-11-19,"11-2024",245000,2024,"2","I",2023,2025,316.449,245893.445705311,12.4126535735396
"4950","22Q610553",2024-07-31,"07-2024",450000,2024,"2","X",2023,2025,313.566,455793.517154283,13.0297951726875
"4951","22Q630292",2024-05-09,"05-2024",475000,2024,"2","X",2023,2025,313.14,481769.895254519,13.0852218833056
"4952","22Q630922",2024-10-31,"10-2024",413000,2024,"2","X",2023,2025,315.564,415668.577531024,12.937643533091
"4953","22R110430",2024-06-07,"06-2024",260000,2024,"2","X",2023,2025,313.131,263713.206293851,12.4826174518377
"4954","22R110687",2024-07-24,"07-2024",283500,2024,"2","X",2023,2025,313.566,287149.915807199,12.5677597130909
"4955","22R111200",2024-10-28,"10-2024",160000,2024,"2","I",2023,2025,315.564,161033.831489017,11.9893697553638
"4956","22R111338",2024-07-15,"07-2024",250000,2024,"2","X",2023,2025,313.566,253218.620641269,12.4420085077854
"4957","22R111448",2024-11-06,"11-2024",265000,2024,"2","X",2023,2025,316.449,265966.380048602,12.4911251889811
"4958","22R120349",2024-09-10,"09-2024",410000,2024,"2","X",2023,2025,314.851,413583.663383632,12.9326151028074
"4959","22R210127",2024-10-01,"10-2024",315000,2024,"2","X",2023,2025,315.564,317035.355744001,12.6667685789556
"4960","22R210329",2024-06-26,"06-2024",505000,2024,"2","X",2023,2025,313.131,512212.189147673,13.1464942500975
"4961","22R210402",2024-08-27,"08-2024",483000,2024,"2","X",2023,2025,314.131,488338.460705884,13.0987640114491
"4962","22R220733",2024-04-05,"04-2024",375000,2024,"2","X",2023,2025,313.016,380495.326117515,12.8492291726802
"4963","22R240395",2024-04-05,"04-2024",445000,2024,"2","X",2023,2025,313.016,451521.120326118,13.0203774288761
"4964","22R240836",2024-04-04,"04-2024",325000,2024,"2","X",2023,2025,313.016,329762.615968513,12.7061283290395
"4965","22R310612",2024-04-01,"04-2024",310000,2024,"2","X",2023,2025,313.016,314542.802923812,12.658875444189
"4966","22R330210",2024-04-10,"04-2024",270000,2024,"2","X",2023,2025,313.016,273956.634804611,12.5207251057082
"4967","22R330944",2024-04-19,"04-2024",360000,2024,"2","X",2023,2025,313.016,365275.513072814,12.80840717816
"4968","22R340220",2024-07-12,"07-2024",521000,2024,"2","X",2023,2025,313.566,527707.605416404,13.1762976316765
"4969","22R420263",2024-03-28,"03-2024",315000,2024,"2","I",2023,2025,312.107,320546.943836569,12.677784015246
"4970","22R420483",2024-03-26,"03-2024",390000,2024,"2","X",2023,2025,312.107,396867.644750038,12.8913581155441
"4971","22R430181",2024-01-29,"01-2024",475000,2024,"2","X",2023,2025,309.794,486973.359716457,13.0959646977275
"4972","22R430219",2024-03-13,"03-2024",499500,2024,"2","X",2023,2025,312.107,508295.868083702,13.138818974509
"4973","22R430402",2024-04-26,"04-2024",550000,2024,"2","X",2023,2025,313.016,558059.811639022,13.2322214249363
"4974","22R440357",2024-10-11,"10-2024",430000,2024,"2","X",2023,2025,315.564,432778.422126732,12.9779811488176
"4975","22R440687",2024-05-03,"05-2024",560000,2024,"2","X",2023,2025,313.14,567981.350194801,13.2498438630002
"4976","22R440760",2024-03-27,"03-2024",285000,2024,"2","X",2023,2025,312.107,290018.663471181,12.577700556689
"4977","22R510171",2024-04-23,"04-2024",332500,2024,"2","I",2023,2025,313.016,337372.522490863,12.7289430068057
"4978","22R510281",2024-05-07,"05-2024",466000,2024,"2","X",2023,2025,313.14,472641.623554959,13.0660927133966
"4979","22R510546",2024-09-30,"09-2024",595000,2024,"2","X",2023,2025,314.851,600200.682227466,13.3050193486546
"4980","22R520510",2024-06-06,"06-2024",381000,2024,"2","X",2023,2025,313.131,386441.275376759,12.8647351959488
"4981","22R530117",2024-09-03,"09-2024",550000,2024,"2","X",2023,2025,314.851,554807.353319507,13.2263762213355
"4982","22R530382",2024-05-30,"05-2024",445000,2024,"2","X",2023,2025,313.14,451342.322922654,13.0199813614372
"4983","22R530593",2024-07-17,"07-2024",425000,2024,"2","X",2023,2025,313.566,430471.655090157,12.9726367588475
"4984","22R530658",2024-05-30,"05-2024",430000,2024,"2","X",2023,2025,313.14,436128.536756722,12.9856922879586
"4985","22R530896",2024-10-24,"10-2024",5e+05,2024,"2","X",2023,2025,315.564,503230.723403177,13.1288040385522
"4986","22R540282",2024-06-05,"06-2024",460000,2024,"2","X",2023,2025,313.131,466569.518827583,13.0531623103053
"4987","22R540585",2024-02-14,"02-2024",465000,2024,"2","X",2023,2025,311.022,474839.062831568,13.0707312105145
"4988","22R610062",2024-05-15,"05-2024",158000,2024,"2","I",2023,2025,313.14,160251.880947819,11.9845021122979
"4989","22R610062",2024-10-02,"10-2024",365000,2024,"2","X",2023,2025,315.564,367358.428084319,12.8140932937125
"4990","22R610325",2024-11-13,"11-2024",305000,2024,"2","X",2023,2025,316.449,306112.248735183,12.6317071396023
